HashFunction,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
414e4f4118426f3cf0e1279248c4c17399463d3b4f6c05ae5b5d45e83116d8fa,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
348a9af5780642b2f2b61a1ab4c4d55445c80f6954f73d6d9924c89e33cc9d23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3d62bef523c4b2e5dbba8ecf55c85649f6a7d0bab88ab3dbabc0a56def124b5a,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1
6a4811ca8c9fc9f14d60940038e31f5779c0278286db0368008d86f9513feb98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0
005bebf166571c1ea96e2968dc88badfaf66d749f3ed26ba1bca921ba8a2150e,0,0,0,4,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,2
ddd732f2fed7e278da11722a7f2ab1724ca93cc08f8bb38a084f6ba7cbdb93e9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
342c8e1b1aa9d20536bed84830e035c4dd9096bfbb6f49a39885077efd354272,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
570872c47046b44236524e404045dea3e4a7389e99af6f199270c42427e165e1,24,21,20,21,21,15,12,18,19,23,37,31,23,23,38,25,22,32,28,31
62618102fb1dc880dcd1cf7e715b68517f71b8d2b60edcdd851352f8e1ff03fc,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
d8550fa499829d2aa8cb7671ca6ccc028bdf1d587afd942f9a6a2b597e6d5870,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
c8554329d0a4a4398868f00c73ef61539507dd372561cafb158fbc8573462b30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0ed1e5e826e3f46e3d384d06f4aab14910b66f8585f1d5430d2d9e2249d594a5,2,3,1,2,2,2,2,2,2,2,2,2,3,1,2,2,3,1,2,2
eeeca06acc3e833b81eacf2cd4e8ccffca1f4338420bf89168f62814dedea5cb,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
2185abddbbcee4c1adc452ddfc5d37dfaf48903c35178ae9afbc4959d66e960f,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9ffaa60a770629a12fa5b9157b978a477e6f69962dfb65ab50e049d2a0d175e,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
129b03e0738814c4679fb2c92a50f9f2c4a72f962bf006c731b325542771a6ed,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
949c2d4e7004182c8c634321b2084753c7ccbd3a6acc17208bbe16fe302979fc,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
b5ea34a19304d43b5f3b8651b9fdcbe8af12c730fe25f509a64894c58758e3cf,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
81753ac3631b35aef3264ca9609898fb86925493f80cda46d871f6f4851d7988,2,1,1,0,1,2,1,1,0,1,2,1,1,0,1,2,1,1,0,1
a0f37f10e24aa030307f7571c73e639b30db39928f292d83a3fe2466d008c061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3290b96bfc87f597636c1ace97a78585fe95136252331e1ec02fd151b5291eb1,1,1,2,1,0,1,1,1,1,1,1,2,0,1,1,1,2,1,0,1
ea8721693ce7b61f4aaaef0bae115720454bd002db1ab08fb96e7a1c3fb45509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bb6967759ca2a80be403bd3c33a42120f89f1b50c0c240edf598c2a1c3e812b0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0e97809c00c8d2a66d79d0aa384ecc2eb0b6271f6c9cbc16809cbc9547f481be,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ca94c0727bb177f6e686f1e9b2662ceec7bc1b1bdd6fc49955e60cacc4c7147c,0,0,0,0,0,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0
bfaa8b46adff8dae559798ffb2a94e8153eb6e5c7d2130cca18a0b5d64eb132c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
c0756384dbdf045a94a44684eb6855163e2d334cb6bbee138d9b0f1d0354c111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8143da80c72738abb87d43b9b7496b7eab5f82a1b5bc07640dee663d14249a7e,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
07de14b585c788a2e56af500f57a93e4e2a485ddc2d1baa9b1db692c61c8d63c,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9acb8fa090349bb8e736d05b9bcf5dba3e0d80c900c05b9ac0fc47a348b9d365,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
a23b9a2321ddc611218f27a8a7d8d3df094c9fc7116e0a96dc18266ca993b789,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22051f9eaaf3a886ba689b81af833ea5ed5e6a38c7d57ec04a5bd63e5ee7d939,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ffc7fb75b387e0e3ca3d819f1b3d780a2f9ccd1c4d77fb152a2e293ee4b249de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69d2d52e66a4da60c0ad6c444cda6633a7be2504c9d5be6c38a331b1000835ef,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44f6797f9477e3951e0b2f9c7efa1f0389c2d0e5da3e7d6b56d5e9a8dd13913f,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
10bf29acebbcbe2c20b2ea325e04c3eef7695012e7378efad3684d37b247138c,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,1,1,2,1,1
7362b39ed1e2827d22befeb1896add0740f88705403a8fef67f12647404b301b,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
460c3705f1d85f330e2d894528895f56fd5a6818ae3c0d1cf70091ba5ca4f2dd,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
dc6e2a467f1c631e7c6d977ddf5990a10b055fb0f901db1e137d8766fd10af76,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48d40843ca79028c4f89acaddc279f9aa5101b46ab5df713e831557c571cdfa7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e946d45d492e1de83e905070c6800749f14842e78891e60860940f98fde32ce5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
a88cef6373f74cda53325c22df0fccb715c4445258482f3854167d8e165a7828,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
